Content,Science
"so I here, hear this ancient water fallidyllic in the nowness echoes past toilall quietness in tranquillity falseair free from smoke, soot ‘n’ clatterhistory holds to another tale toldof secret soured class money, somaybe I, maybe I do be also fooledhistory ‘n’ now all call to nothingbut wealth as to insular distain the out-outsiders that come ‘n’ goshadows to souls that also come to went in time and time againness tillthe next of the next, by on and onuntil as bone dust in distant Holy Cairn. so ancient water still will flowas to another course, where theknowing, ‘of course’, plays necessity tonothingness, and some other mewill be sit-sitting, listening untothis endlessness falling mill water waiting and wondering why tis me? ",1
"In our hearts there are relicsthat tell us of places proudly carved in humble glorywith a view of the sea or a citadel whence a ship sails, carrying in its hold the hunger and hopes of many. Upon arrival they scatter like seedlings, mapping a constellation of dreamers — deliverance comesafter countless departures ",1
"Dig through the soil to dig through time itself,but for now I put my shovel on its shelf.At first I was aghast!Using the future to explore the past?But now I understand the might,of using our spaces’ satellites.A look from space gives a birds eye view,one more click could lead to a clue!Maybe a home or perhaps a tomb,I hold my breath and dare not to presume…A desk chair, my new transport through history,far faster than camels at unravelling mystery.As I sit down for the day I can’t help but smirk,look at the progress in my area of work. ",1
"To run the scree – that slick of teetering stones –is to take The Death Drop ride.But pausein free-fall 60 metres downbrace yourselfat the man-made mouth. Remember them. I hold each stone as they did: the green-schist,serpentine, olivine and jade.Each with flowing fissures,knapped and splintered,flawed, faultless;each holding the mountain'sthrum – and now, mine.These were travelling stones. Placed.Lincolnshire, Antrim, Kent. Gifts fromone people to another, gifts accepted as their right. Now revealed, to be held in the light. ",1
"What wily wave of white and gritcould topple you, giant, on the flaxen sandthat crowned our island’s cairns and loam?For whom did you hang up your dorsal fin? It must have been us. Many’s the nightwe’d carve you for feasting, for brothing, for stewing.Amazed, untucked the baleen plates from your gumsroughened by dark winds and now to strain our boiled beans and turnip tops. Yes, in all innocence we enjoyed your blubber burned in oil lamps and melted to waxes warm.I imagined you always warm, always clean as I rub youroils on my elbows and knees.I pity the ocean that spat you out like a stone,for you dazzle us now with your radiant bones. In daggers and arrows and toys on the moor;ivory, brilliant, in chubby young fists. As for me, a tablet on the temple wall announces that I hung your pendant bones at my throat, and leapt with you,rejoicing, back to the sea. ",1
"the moon’s rose madder in composite image: capture  photons from the upper atmosphere, gather all the images   together, aggregate raw data analyzed into a single instance, come,fovea and nerve cell and ganglion, fold over on yourself, awake—it will be a celebration",1
stars whole patterns of them rocking around in the radiant arena above and around our heads on a night when the wind sang like a scream and the deer stood frozen as a statue of itself the sky was dark because la luna had finished revealing themself and was not yet ready to  begin again,1
"Praise to the obsidian sole, which kisses the glass- coated asphalt before becoming airborne. Praise  to the black tongue, camouflaged, yet still  flashing a warning of give no shit. Praise to the  magic of ones turned two-piece, left and right  feet a pair of wingmen to all that is fair in love.  Original uniform of the fighter, multi-mission,  robbin’ hoodies from designer shops to redistribute  wealth. Praise to the weave of your vamp poised  to catch flight into ribs at night, at noon,  whenever. Praise to the aight whatever,  aight bet, spoken wordlessly via emblem,  prophecy of manual dexterity, long rumored tale of ten toes down come true. Praise to  your run through rap charts, Nelly who sang of your stomp and survival, to 1982 the year of your birth, your absorption of pressure waves from apartheid bombings, Tough, by Kurtis Blow rerouted into the democratization of dark energy. Ode to  your essence making up 73% of the cosmos, the power of 310 Angola aircraft in a single heel,  to each uptown caressing a possible president, to a force beyond force = mass x acceleration. Fast lil ma working behind the cash register.  On the way home she passes home.  Ode to what you gave her, what you give her,  wherever she’s going.",1
"“I grant you ample leave To use the hoary formula ‘I am’ Naming the emptiness where thought is not; But fill the void with definition, ‘I’ Will be no more a datum than the words You link false inference with, the ‘Since’ & ‘so’ That, true or not, make up the atom-whirl. Resolve your ‘Ego,’ it is all one web With vibrant ether clotted into worlds: Your subject, self, or self-assertive ‘I’ Turns nought but object, melts to molecules, Is stripped from naked Being with the rest Of those rag-garments named the Universe. Or if, in strife to keep your ‘Ego’ strong You make it weaver of the etherial light, Space, motion, solids & the dream of Time— Why, still ’tis Being looking from the dark, The core, the centre of your consciousness, That notes your bubble-world: sense, pleasure, pain, What are they but a shifting otherness, Phantasmal flux of moments?—”",1
"Your eyes were gem-like in that dim deep chamber Hushed and sombre with imprisoned fire, With yellow ghostly globes of intense aether Potent as the rays of pure desire.",1
"Hyphal tubes,   symbionts,    exudates,",1
"In this version, the valleylime green after rainrolls its tides before us.",1
"a hole             a floating rib an admirer’s shadow             ribs with grief  a taper hall             an empty street a black hole               named love its low density             like clouds, dust, cosmic ray",1
"In thee, the spirit of thy native soil    Draws breath and stirs with potent fruitful life.Thou, from the field of elemental strife,    Seizest the guerdon of thy noble toil.",1
All The    things living on the          atom    find           surface    of     our    globe          swithi         arrive at the equator a recital             n its     of  our  uncertainties.  A touch           lf    Trut   of  blue devotion.  Waves and     hand  Ju lastly light nestling.  Trans-sticelation  of space indicating  the  future.,1
We cannot feel microbes in the palms of our handsor hear nanoseconds—we can see the laser slice wind. But how it shaves beards remains mysterious.,1
"Men say they know many things,But lo’ they have taken wings, —The arts and sciences,And a thousand appliances,The wind that blowsIs all that any body knows",1
The globe on a tilted axis means The News.As the icon spins the angle seems to shift.,1
"Let me draw a sonnet at this godless hour,in one sitting, at the sudden taste of you.",1
Let y equal any number of fathers. Let x equal the numberless planets. Let y minus x equal long nights of fog and let x plus y equal hydra & incubus.,1
"Haloed by the glow of the multiverse swirlingabove La Silla Observatory, your pyrex eye spotted an orb three times the mass of Jupiter.",1
"but love does not, Menelle Sebastien. Of all the afflictions & luck, all the sums & paradoxes, & gravitons that add up to more minus than plus, I promise that love is often as inconsiderate as it is just because actual love, I imagine, is a wave function that isn’t restricted to being in any one place at one time. No, love must be a superposition with a measurement problem, but don’t worry, I won’t get into alternative realities & how a single judgement from one can so easily dissolve whom, or what, she’s sizing up—                & yet,",1
"The power, that gives with liberal hand   The blessings man enjoys, while here,And scatters through a smiling land   The abundant products of the year;      That power of nature, ever bless’d,      Bestow’d religion with the rest.",1
"As a girl I held the hindlegs of the small and terrified, wantedthe short-fur and the wet meat furrowing.",1
"Hushed whispers in an undisclosed room             Take it out of the girl a child, boyish in nature             their smallness magnified.",1

"Probably you’ll solve gravity, flesh  out our microbiomics, split our God  particles into their constituent bits  of christs and antichrists probably,  probably you’ll find life as we know it  knitted into nooks of the chattering  cosmos, quaint and bountiful as kismet  and gunfights in the movies probably,  probably, probably you have no patience for the movies there in your eventual  arrondissement where you have more credible holography, more inspiring actual events, your ghazals composed  of crow racket, retrorockets, glaciers  breaking, your discotheques wailing probably, probably, probably, probably  too late a sentient taxi airlifts you  home over a refurbished riverbank,  above the rebuilt cathedral, your head  dozing easy in the crook of your arm, emptied of any memory of these weeks  we haven’t slept you’ve been erupting  into that hereafter like a hydrant on fire,  like your mother is an air raid, and I am  an air raid, and you’re a born siren  chasing us out of your airspace probably we’ve caught 46 daybreaks in 39 days,  little emissary arrived to instruct us, we wake now you shriek us awake, we sleep now you leave us to sleep.",1
"Who was warned about these things:the neverhush, the maddening chafesliding down a reddened bridge, print disappearing            disappearing?",1
"Exotic, “omg so thick,” a rug, so to speak—black cortex, I can almost be beautifulwith you. Once, mother snatched my split ends like newly acquired money and named them Taliban Beard. I never wanted this much of anything,so I scissored you at the scrunchyand sold you all to the World Wide Web.In plastic bags, you were shippednext to different manes, the paststored in your filaments like fetusesin formaldehyde, fragrances distendingas if skin of people huddledinto the eyeless belly of a boat at night.Cut and alone, dark keratin lies coldin factory halls: congregation of wait,you’re patient until you too are wanted.But when my spools stop, and the silence holds—let them braid you into other heads.Let them brush you for my funeral.Let those of you spared on hospital tiles,picked from lovers’ teeth, and nestled deepin the vacuum, or shampooedbetween dirt and debris in drains, light up.May you glow with the weight of loveyou can only share with what priesout of yourself. Those stuck to balloons,left in brushes, escapees taken away to elsewhere—what is to be said of you? I won’t be gone until you are. Heavy root that rots to bloom when I shrink—stay and conquer the sargasso in my tomb.",1
"On your Mark, one first Original Form; Get set, a second angular Segment; Go—the next step, a Rule replacingeach straight side in the first by the second; if I take",1
"During our protest at the refineries, our friend R tells us there are bugs in the oil in the earth-colored vats at Valero & Shell, tiny slave bacteria changing sulfides, ammonia, hydrocarbons & phenol into levels of toxin the mixture can tolerate, & then we consider how early tired stars gave way to carbon molecules a short time after the start of time & now carbon makes its way in all life as the present tense makes its way in poetry, the sludge in the vats where the hydrocarbonoclastic bacteria break things down to unending necessities",1

"Nesting, the turtle seems to be crying even though she is simply secretingher salt. Her dozens bud limbs inside amniotic pillows",1
"In a dream, two lovers’ thighs scythearound each others’ centers.Spring again!",1
"Did you ever see stars?  asked my father with a cackle. He was notspeaking of the heavens, but the white flash in his head when a fist burstbetween his eyes. In Brooklyn, this would cause men and boys to slapthe table with glee; this might be the only heavenly light we'd ever see.",1
"Sorry for mercury strewn in veins of fish,for traces of carbon monoxide loose in the air,for radiation that circles and enters the aura.",1

"Science! true daughter of Old Time thou art!         Who alterest all things with thy peering eyes.     Why preyest thou thus upon the poet’s heart,         Vulture, whose wings are dull realities?     How should he love thee? or how deem thee wise,         Who wouldst not leave him in his wandering     To seek for treasure in the jewelled skies         Albeit he soared with an undaunted wing?     Hast thou not dragged Diana from her car?         And driven the Hamadryad from the wood     To seek a shelter in some happier star?         Hast thous not torn the Naiad from her flood,     The Elfin from the green grass, and from me         The summer dream beneath the tamarind tree?",1
"But when the knife enters the trout,there is not enough nothing in the bladeto spare the gills, not enough nothingin the bright blood to keep the bucket water clear.",1
"A species of tiny human has been discovered, which lived on the remote Indonesian island of Flores just 18,000 years ago. . . . Researchers have so far unearthed remains from eight individuals who were just one metre tall, with grapefruit-sized skulls. These astonishing little people . . . made tools, hunted tiny elephants and lived at the same time as modern humans who were colonizing the area.",1
we convince ourselves of what we needallowing obstacle a rebirth as reason,1
"In 1981, Eris’s spacious face hadn’t been discovered yet, my mother hadn’t taken a day off from Fort Benyet, & Pluto was still a planet. One of nine celestialbodies snapped into drummed orbits around the Sunlike the orthodontic rubber bands no one in Carriage Househad. I hid my gaps by not smiling, imagining an astronautfuture as sharp & fixed as a dentist’s smile—236 milesabove Earth where up & down are instructions insteadof directions. Behind a mirrored visor, the singing insidemy American-flagged extravehicular mobility unitso robust it could keep a black boy from Indiana breathingin outer space. We didn’t have any solar system modelsat PS113, so I had to get my own. I dove into dumpsterssearching for cans & bottles under the OJ cartons & maggotsfat in swallows of juice. I dug through frozen dinner boxes& apple cores shaped like moldy infinities, then foragedthe iced-out underpass—M&M ♥ Kim painted in moon-eyed red, then X-ed out with black paint by the timethe frost went away. I hunted the ice- & tire-clogged creekwhere I would have spun the bottle with Cynthiafrom science class if I wasn’t chicken. The A&P paidby the pound & I dragged sacks stuffed with sand-filledSchlitz & Tab cans around back where the bracefacesweating on the scale knew my game & paid me anyway.Three months of collecting & I had enough moneyto order our system from the back of a Star Trek comic—all nine planets in adjustable orbits & Earth’s majestyanchoring the third lane. The kid in the ad was as excitedas I was—waiting for the mailman every day after mailingfive wrinkled bills—but the solar system never came.",1
"In the perfect universe of math it’s saidthe world’s eternal aberration. In fact, we should be less than dead,",1
"What faculties, when perverted, most degrade the mind?What faculties, when perverted, does it cost most to gratify?I undertook to discover the soul in the body—I looked in the pineal gland, I lookedin the vena cava. I looked in everyperforating arterial branch. With the fingersof my right, I touched the Will and the Ringof Solomon on the left. For a secondI felt sprung. Then bereft as ever.Someone used to love me. Someoneused to see me. If you open a person up,purple, pulsing. It’s in here somewhere, scalpel,and in and in. Let’s walk in the woods,as we once did, and see if we can find a snail,its shell covered in symbiotic lichen.When you covered my lichen in yours,I thought that’s what we wanted—to be rock and moss and slug and all of it.To be simultaneously thinking of snails,which are so beautifully stonyand marvelously squished.Wasn’t that what we wanted?I went to your lecture. I thought itbest to retrace my steps. You were tryingto explain—If I were to put my fingers directly on your brain . . .I wish you would, how I wish you wouldtrace the seagull diving towards the wateras a whale rises up, the anchor dropped, the graylinen slacks, all the polygons of my this and thatjigsawing under your touch. Oh yes, let’sdo that. Let’s vivisect my brain and seeif it’s in there. You have your porcelain manwith the black-lined map of his longing.You have your pointer and your glassesand your pen. I hear you ask the class, What faculties,having ascendancy, are deaf to reason? What faculty,when large, brightens every object on which we look?I miss you, you know. I miss you so.",1
"The eye chews the apple,sends the brainan image of the un-apple. Which is similarto the way I throw my voicelike a Frisbee, like saltover a shoulder, a birthday partywhere someone’s brotheris grilling hot dogs, a little speedin his blood,some red balloons. The eyeis the most deceptiveorgan in the body.Followed closely by the hand,which refuses to acceptthat touch comes downto the repulsion of electrons,so that when I holdthe hand of the person I love,mostly I am pushinghim away. Which has something to dowith the striking resemblancebetween a bagof individually wrapped candiesand the human heart.The sticky glassof their shattering. How lovecan crack like a toothkissing a sidewalk,the way right now someone’s car leapfrogsa sidewalk, her bodymaking love to the windshieldand becomingthe windshield. And still the fireflies glowwith their particular sorrow.The police tapeseparating the mind from everythingthat is not the mindproves imaginary. My eyesfind the faceof the person I loveand pull out their fork and knife.",1
"The devil’s in my neck.Everything I hear is overviolined,even the wind, even the wind.It’s like walking in nurdles up to my chest,squeaky and slow.It’s spring, the blooming branchesnearly hide the many dead ones.A squirrel, digging for a nut, upends my frailtomato plant and failsto replant it, even though he has the tools.I find this kind of squirrely oblivion everywhere.I was a man filled to the topof my spine, filled to the lumpon the back of my head, with hope.Then I read a few thousand history books.Little, and nothing, perturbs me now.Even the beheadings, even the giant meat hooksin the sky, more frequent each day,bother me nota tittle, not a jot.",1
"Turns out bacteria communicate in color.     They warn each other in teal  or celadon & humans assignmeaning to this, saying they are distressed      or full of longing. The wood rat    makes a nest of H’s; it hoardsthe seven tiny silences. Crows in the pinecan count specific faces like writers    who feel their art has been ignored.             My father spent his life thinking         about money though he knew      it causes most of this stupid violence,",1
"will I always stare into the darkness of those who wait in deadened familiar, not suitable for the main course; gone up in flames, done up in toxic blossom, 99.9% similar, alone facing inquisitional preconditions for normal?",1
Nothing is more important to the ant whose exoskeleton has been breachedby mushroom spores that are now controlling his nervous system and compelling him to climb to a high leafonly to die and release the sporesover the whole forestthan this poem about his sad plight.,1
When it happens the rain is not black but powder.,1
"How, Alan Turing thought, does the soft-walled,jellied, symmetrical cellbecome the asymmetrical horse? It was just before dusk,the sun’s last shafts doubling the fence posts,all the dark mares on their dark shadows. It was justafter Schrodinger’s What is Life,not long before Watson, Franklin, Crick, not long beforesupper. How does a chemical soup,he asked, give rise to a biological pattern? And howdoes a pattern shift, an outer eargradually slough its fur, or a shorebird’s stubby beaksharpen toward the trout?He was halfway between the War’s last enigmasand the cyanide apple—two bites—that would kill him. Halfway along the taut wiresthat hummed between crimeand pardon, indecency and privacy. How do solutions,chemical, personal, stable, unstable,harden into shapes? And how do shapes break?What slips a micro-fissureacross a lightless cell, until time and matterdouble their easy bickering? God?Chance? A chemical shudder? He was happy and not,tired and not, humming a bitwith the fence wires. How does a germ split to a self?And what is a—We are not our actsand remembrances, Schrodinger wrote. Should something—God, chance, a chemical shudder?—sever us from all we have been, still it would not kill us.It was just before dusk, his segmentof earth slowly ticking toward night. Like time, he thought,we are almost erased by rotation,as the dark, symmetrical planet lifts its asymmetrical cargoup to the sunset:  horses, ryegrass—In no case, then, is there a loss of personal existence to     deplore—marten, whitethroat, blackbird,lark—nor will there ever be.",1
"Looking out of the front page, a wild-haired,gentle-eyed young German man standsbefore a blackboard of incomprehensible equations.Meanwhile, back in the quotidian,Carver takes the school to the poor.",1
"A map on tissue. A mass of wire. Electricity of the highest order.Somewhere in this live tangle, scientists discovered—",1
My husband says dark matter is a realitynot just some theory invented by adolescent computershe can prove it exists and is everywhere,1
"In nature, molecules are chiral—they turn in one direction or the other. Naturally then, someone wondered: might sugar, built to mirror itself, be sweet, but pass through the body unnoticed? A dieters’ gold mine. I don’t know why the experiment failed, or how. I think of the loneliness of that man-made substance, like a ghost in a ‘50s movie you could pass your hand through, or some suitor always rejected despite the sparkle of his cubic zirconia ring. Yet this sugar is real, and somewhere exists. It looks for a left-handed tongue.",1
"Back then, what did I know? The names of subway lines, busses. How long it took to walk 20 blocks.",1
"A librarian in Calcutta and an entomologist in Praguesign their moon-faced illicit emails,“ton entanglée.”",1
"If a human body has two-hundred-and-six bonesand thirty trillion cells, and each cellhas one hundred trillion atoms, if the spinehas thirty-three vertebrae—                   if each atomhas a shadow—then the lilacs across the yardare nebulae beginning to star.If the fruit flies that settle on the orangeon the table riselike the photons                     from a bomb fire miles away,my thoughts at the moment of explosionare nails suspendedin a jar of honey.                              I peel the orangefor you, spread the honey on your toast.When our skin touchesour atoms touch, their shadowsmerging into a shadow galaxy.And if echoes are shadowsof sounds, if each hexagonal cell in the bodyis a dark pool of jelly,if within each celldrones another cell—                        The moment the bomb explodesthe man’s spine bends like its shadowacross the road.The moment he loses his hearingI think you are calling mefrom across the housebecause my ears start to ring.From the kitchen window                     I see the lilacs crackling like staticas if erasing, teleporting,thousands of bees rising from the blossoms:tiny flames in the sun.I lick the knife   and the honey pierces my tongue:                       a nail made of light.My body is wrapped in honey. When I step outside                                  I become fire.",1
"They have discovered, they say,the protein of itch—natriuretic polypeptide b—and that it travels its own distinct pathwayinside my spine.As do pain, pleasure, and heat.",1
"The bride tree puts down its rootsbelow the phyla. It is therewhen we die & when we are born,middle & upper branches reachingthe planet heart by the billionsduring a revolution we don’t see.",1
"Science! true daughter of Old Time thou art!   Who alterest all things with thy peering eyes.Why preyest thou thus upon the poet’s heart,   Vulture, whose wings are dull realities?How should he love thee? or how deem thee wise,   Who wouldst not leave him in his wanderingTo seek for treasure in the jewelled skies,   Albeit he soared with an undaunted wing?Hast thou not dragged Diana from her car,   And driven the Hamadryad from the woodTo seek a shelter in some happier star?   Hast thou not torn the Naiad from her flood,The Elfin from the green grass, and from meThe summer dream beneath the tamarind tree?",1
"Last week Mars suddenly got a lot closer.It used to be the place we'd throw outas impossible, utterly unreachable, so redand foreign and sere. Not anymore.And I'm trying to figure out why watchingthe panorama makes something in the hot coreof me crumple like a swig-emptied can,intoxicating though it may be, vibrantwith out-of-this-world color like the whole thing'sa sand painting, a dimensional mandalasome galactic monk took her sweet time pouringfreehand, blowing on it between sips of her tea,ruffling up the most dramatic of its rumpled crests.It's bluer than I thought, attained. Like most thingsI wish we could take back.",1
"The moon is the mother of pathos and pity.When, at the wearier end of November,Her old light moves along the branches,Feebly, slowly, depending upon them;When the body of Jesus hangs in a pallor,Humanly near, and the figure of Mary,Touched on by hoar-frost, shrinks in a shelterMade by the leaves, that have rotted and fallen;When over the houses, a golden illusionBrings back an earlier season of quietAnd quieting dreams in the sleepers in darkness—The moon is the mother of pathos and pity.",1
"No sun—no moon!        No morn—no noon—No dawn—        No sky— no earthly view—        No distance looking blue—No road—no street—no ""t'other side the way""—        No end to any Row—        No indications where the Crescents go—        No top to any steeple—No recognitions of familiar people—        No courtesies for showing 'em—        No knowing 'em!No traveling at all—no locomotion,No inkling of the way—no notion—        ""No go""—by land or ocean—        No mail—no post—        No news from any foreign coast—No park—no ring—no afternoon gentility—        No company—no nobility—No warmth, no cheerfulness, no healthful ease,   No comfortable feel in any member—No shade, no shine, no butterflies, no bees,No fruits, no flowers, no leaves, no birds,        November!",1
"Pushed together, pulled apart, we were purported pluripotent. We developed as an organ, a benign and beating heart. We sought physicians for histology. Discovered spinal symmetry. Within the sacred bowl of life, our innards spilled in red array. I wondered what you'd have to say if in your mouth you grew a tongue. I wondered what I'd have to say if in my head I grew a mouth. Instead we moved into a house, connected by a modem. A surgical removal could have cured us of our malady. But seeking to remain benign, we discoursed through telepathy. How long could we have lived like this? With our then-rudimentary eyes we saw shapes coming toward us:amorphous and black, shedding tears. We had nothing to say.",1
"1025 molecules
are enough 
to call woodthrush or apple.",1
"""There's machinery in the           butterfly;      There's a mainspring to the           bee;There's hydraulics to a daisy,      And contraptions to a tree.""",1
"A visit to the shores of lullabies, So far from here, so very far away, A floor of sand, it doesn't matter where, And overhead a water-ceiling sways; A shell is summoned to materialize— The holy life, a spiral, hushed and pure, Complete unto itself—a spiral shell Is summoned from a substratum of wonder: And all is well now, hush now, close your eyes, Around a primal, ragged nucleus Accumulated layers crystallize:",1
they change the axes of their spinsand the fused-together Black Hole Blobgets its own          quick as a cricket's foot,1
,1
"We will call you ""Agua"" like the rivers and cool jugs.We will persuade the clouds to nestle around your neckso you may sleep late.We would be happy if you slept forever.We will tend the slopes we plant, singing the songsour grandfathers taught us before we inherited their fear.We will try not to argue among ourselves.When the widow demands extra flour, we will provide it,remembering the smell of incense on the day of our Lord.",1

"a theory that is based on two postulates (a) that the speed of light in all inertial frames is constant, independent of the source or observer. As in, the speed of light emitted from the truth is the same as that of a lie coming from the lamp of a face aglow with trust, and (b) the laws of physics are not changed in all inertial systems, which leads to the equivalence of mass and energy and of change in mass, dimension, and time; with increased velocity, space is compressed in the direction of the motion and time slows down. As when I look at Mileva, it’s as if I’ve been in a space ship traveling as close to the speed of light as possible, and when I return, years later, I’m younger than when I began the journey, but she’s grown older, less patient. Even a small amount of mass can be converted into enormous amounts of energy: I’ll whisper her name in her ear, and the blood flows like a mallet running across vibes. But another woman shoots me a flirting glance, and what was inseparable is now cleaved in two.",1
"When a deed is done for Freedom, through the broad earth's aching breast  Runs a thrill of joy prophetic, trembling on from east to west,          And the slave, where'er he cowers, feels the soul within him climb  To the awful verge of manhood, as the energy sublime         Of a century bursts full-blossomed on the thorny stem of Time.",1
"When I heard the learn’d astronomer, When the proofs, the figures, were ranged in columns before me, When I was shown the charts and diagrams, to add, divide, and measure them,When I sitting heard the astronomer where he lectured with much applause in the lecture-room,How soon unaccountable I became tired and sick,Till rising and gliding out I wander’d off by myself,In the mystical moist night-air, and from time to time, Look’d up in perfect silence at the stars.",1
"Carbon comes in many forms
Hard as diamond, soft as soot
Coal or graphite when we write
And fancy fullerine to boot.
Carbon chains are straight or branched
Or closed to form a ring
Organic compounds these are called
Parts for life they bring.
Coal and oil and fuel gas
Once mined they have much worth
These reservoirs of energy
Were once alive on earth.
When carbon joins with oxygen
It’s either two or one
The double causes drinks to fizz
The single one? you’re gone.
I mean carbon dioxide’s fairly good
Most days it is our friend
But carbon monoxide’s something else
One miss can mean the end.
",1
"Good roots avoid the sunbeams.
They much prefer the dark
Away from light and sources bright.
They love the mysteries of night.
That’s where they leave their mark.
But leaves prefer the sunlight.
That’s where they dream to toil
And offer all until the Fall
To help their Whole stand true and tall
Then rest on peaceful soil.
",1
"This is how we know we’ve made it,
not by being in record books,
but by being dug up
and examined
by a civilisation
long after us,
who will not look
at the amalgamation
of rock, sand and coral
coated in synthetics
and see a rarity,
a novelty
but
a small-scale
representation
of how we shaped the earth
in the image
of our greed.",1
"After the rain, we went out in pairs
to hunt the caps that budded at night:
wet handfuls of waxtips and widows,
lawyer’s wigs, a double-ringed yellow.
We shook them out onto gridded sheets,
the girls more careful than the boys,
pencilled notes on their size and shape,
then levelled a wood-press over their heads.
Overnight, they dropped scatter patterns
in dot-and-dash, spindles and asterisks
that stained the page with smoky rings,
blush and blot, coal-dust blooms.
In that slow black snow of spores
I saw a woodcut winter cart and horse
careen off course, the dull crash
of iron and ash, wheels unravelling.
All day, a smell of loam hung overhead.
We bent like clairvoyants at our desks
trying to divine the message left
in all those little deaths, the dark, childless stars.",1
"There are the rushing waves
mountains of molecules
each stupidly minding its own business
trillions apart
yet forming white surf in unison
Ages on ages
before any eyes could see
year after year
thunderously pounding the shore as now.
For whom, for what?
On a dead planet
with no life to entertain.
Never at rest
tortured by energy
wasted prodigiously by the Sun
poured into space.
A mite makes the sea roar.
Deep in the sea
all molecules repeat
the patterns of one another
till complex new ones are formed.
They make others like themselves
and a new dance starts.
Growing in size and complexity
living things
masses of atoms
DNA, protein
dancing a pattern ever more intricate.
Out of the cradle
onto dry land
here it is
standing:
atoms with consciousness;
matter with curiosity.
Stands at the sea,
wonders at wondering: I
a universe of atoms
an atom in the Universe.
",1
"I drift across the galaxy
seriously slowly
sometimes I am geometry
other times algebraic
formulae or
numerical code
sinking into shape as
gravity decides me
I aim for you who
are my
solution fleshed
out.
",1
"Perhaps I shine brightest now,
but my energy has changed;
what I know is difficult to know
in simple space and time;
passion is a system dying,
if not making new.
Precious is a luxury,
a jewel with maintenance.
I am a white dwarf, long in the truth
of life and death, weighted with mission
that follows me like a shadow,
a penumbra I must now leave behind.
This is the way of creation, nothing
begets nothing. Darkness moves me
into the light.
",1
"Last Day in Space
Tomorrow we light our rocket,
we burn our engines and likewise,
burn a hole in the sky,
And thus fall toEarth.
How does one spend your last day in space?
Looking at Earth,
a blue jewel surrounded by inky blackness,
Pure Occipital Ecstasy.
Unconstrained by your girth,
you fly with vestigial wings.
The atmosphere on edge,
iridescent blue with no earthly parallel,
Electrifying Diaphanous Beauty.
Guarded by Sirens of Space,
singing saccharine songs,
beckoning you to crash on the atmos-reef
which tears you limb from limb
andscorching what remains
into cosmic croutons that sprinkle onto
the garden salad of Earth.
One last feast out the window,
A looking glass of Wonderland.
Offering both a portal to see your world,
and a translucent reflection to see yourself.
Contemplation;
what is your place in this worldbelow,
how do you change it,
how does it change you.
We are wedded to this planet,
until mass extinction we do part.
Perhaps one planet is not enough.
You study your charts,
we prepare our spaceship,
and our minds.
We make ready our descent,
into these seemingly gentle arms.
The eager anticipation of hugging your wife,
your boys with grins followed by pouting faces,
both excited to see you but not understanding why you left.
Oh how does one spend your last day in Space.
What would you do?
",1
"Around, around the sun we go:
The moon goes round the earth.
We do not die of death:
We die of vertigo.
",1
"As I speak (force 1) smoke rises vertically,
Plumed seeds fall in less than ten seconds
And gossamer, perhaps shaken from the soul’s hairbrush
Is seen in the air.
Oh yes (force 2) it’s lovely here,
One or two spiders take off
And there are willow seeds in clouds
But I keep feeling (force 3) a scintillation,
As if a southerly light breeze
Was blowing the tips of my thoughts
(force 4) and making my tongue taste strongly of italics
And when I pause it feels different
As if something had entered (force 5) whose hand is lifting my page
(force 6) So I want to tell you how a whole tree sways to the left
But even as I say so (force 7) a persistent howl is blowing my hair horizontal
And even as I speak (force 8) this speaking becomes difficult
And now my voice (force 9) like an umbrella shaken inside out
No longer shelters me from the fact (force 10)
There is suddenly a winged thing in the house,
Is it the wind?
",1
"The way they tell it
All the stars have wings
The sky so full of wings
There is no sky
And just for a moment
You forget
The error and the crimped
Paths of light
And you see it
The immense migration
And you hear the rush
The beating
",1
"
The day conceals its brilliant face,
And dark night covers up the fields,
Black shadows creep upon the hills,
Light’s rays recede from us.
Before us gapes a well of stars –
Stars infinite, well fathomless.

A grain of sand in ocean swells,
A tiny glint in endless ice,
Fine ash caught in a mighty gale,
A feather in a raging fire,
So I am lost in this abyss,
Oppressed by thoughts profound.

The mouths of wise men call to us:
“A multitude of worlds dwell there,
Among them burning suns untold,
And peoples, and the wheel of time:
There, all of nature’s strength
Exists God’s glory to proclaim”

But where, O nature, is your law?
Dawn breaks from out of northern lands!
Is this the home of our sun’s throne?
Or are the icy oceans burning?
Behold, cold fire envelops us!
Behold, now day has entered night.

O thou, whose lively gaze can see
Into the book of law eternal,
For whom the smallest part of things
Reveals the code in all of nature,
Thou comprehendeth planets’ course,
Now tell us what disturbs our souls?
",1
"And they collided;
Sending light and gravitational waves of a gamma-ray burst.
They were dead for a long time
From a supernova that killed all their electrons and protons,
And turned them into small, dense and heavy masses.
There are millions of them,
But these two came closer and closer,
With love as strong as their gravity,
And they collided.
The collision was spectacular,
A cosmic gold event that created real gold,
And uranium was created along with it.
Once they have been huge dazzling stars,
But they created a spectacle when they were dead.
 
Probably now we’ll have some answers,
On how the Universe was created and at what rate it is expanding,
And we’ll have no one thank other than these neutron stars,
Because they collided.
",1
